,年份,始发城市,年度实际迁徙指数
0,2018.0,七台河,58.571388903
1,2018.0,万宁,97.35194446899999
2,2018.0,三亚,213.482222224
3,2018.0,三明,364.13166667999997
4,2018.0,三门峡,510.993611122
5,2018.0,上海,5605.778333669
6,2018.0,上饶,918.359444386
7,2018.0,东方,41.958055576
8,2018.0,东莞,10446.564999386
9,2018.0,东营,882.288888847
10,2018.0,中卫,373.144444433
11,2018.0,中山,3389.413055598
12,2018.0,临夏回族,108.645555561
13,2018.0,临汾,547.795277829
14,2018.0,临沂,2142.213888969
15,2018.0,临沧,49.301666675
16,2018.0,临高县,52.064166684
17,2018.0,丹东,196.11583333
18,2018.0,丽水,440.11555554
19,2018.0,丽江,155.672777779
20,2018.0,乌兰察布,403.111111067
21,2018.0,乌海,118.622777783
22,2018.0,乌鲁木齐,669.135277731
23,2018.0,乐东黎族自治县,59.485833343
24,2018.0,乐山,511.404722199
25,2018.0,九江,789.241111086
26,2018.0,云浮,933.629166758
27,2018.0,五家渠,82.328611134
28,2018.0,五指山,28.593055588
29,2018.0,亳州,847.808888926
30,2018.0,仙桃,368.681111094
31,2018.0,伊春,66.26944445
32,2018.0,伊犁哈萨克,175.32333333100001
33,2018.0,佛山,8830.65805505
34,2018.0,佳木斯,169.07944443899999
35,2018.0,保亭黎族苗族自治县,46.761111133
36,2018.0,保定,2804.9830555470003
37,2018.0,保山,119.302777784
38,2018.0,信阳,736.829999978
39,2018.0,儋州,85.957222224
40,2018.0,克孜勒苏柯尔克孜,31.878888905999997
41,2018.0,克拉玛依,136.555000008
42,2018.0,六安,965.874444488
43,2018.0,六盘水,380.222500008
44,2018.0,兰州,579.4508333489999
45,2018.0,兴安盟,168.14666668200002
46,2018.0,内江,611.986666734
47,2018.0,凉山彝族,220.079444463
48,2018.0,包头,286.351944432
49,2018.0,北京,5812.289721794
50,2018.0,北屯,19.131944468
51,2018.0,北海,266.648888884
52,2018.0,十堰,270.05222224
53,2018.0,南京,3598.032499967
54,2018.0,南充,585.7694444560001
55,2018.0,南宁,1121.982222196
56,2018.0,南平,348.973055547
57,2018.0,南昌,1210.202777775
58,2018.0,南通,1868.052500007
59,2018.0,南阳,974.0797222580001
60,2018.0,博尔塔拉蒙古,72.957500011
61,2018.0,厦门,1162.986111038
62,2018.0,双河,17.939444476
63,2018.0,双鸭山,87.749444451
64,2018.0,可克达拉,12.025555585
65,2018.0,台州,959.0124999220001
66,2018.0,合肥,2555.016388814
67,2018.0,吉安,626.692777764
68,2018.0,吉林,344.564722196
69,2018.0,吐鲁番,139.941944437
70,2018.0,吕梁,596.582500035
71,2018.0,吴忠,510.059166651
72,2018.0,周口,1126.631388894
73,2018.0,呼伦贝尔,139.910833335
74,2018.0,呼和浩特,480.890555501
75,2018.0,和田,36.627222225
76,2018.0,咸宁,526.123055524
77,2018.0,咸阳,2263.622777819
78,2018.0,哈密,126.754444448
79,2018.0,哈尔滨,835.063333309
80,2018.0,唐山,1754.0077777449999
81,2018.0,商丘,1124.644722232
82,2018.0,商洛,376.223055558
83,2018.0,喀什,66.554999988
84,2018.0,嘉兴,3702.765833343
85,2018.0,嘉峪关,91.510833326
86,2018.0,四平,707.776666684
87,2018.0,固原,204.255833349
88,2018.0,图木舒克,6.004444468
89,2018.0,塔城,208.757777772
90,2018.0,大兴安岭,19.134166685
91,2018.0,大同,423.91111106700004
92,2018.0,大庆,334.986944436
93,2018.0,大理白族,373.982499989
94,2018.0,大连,345.484444438
95,2018.0,天水,232.641944438
96,2018.0,天津,3803.185277773
97,2018.0,天门,212.884722228
98,2018.0,太原,1571.214444439
99,2018.0,威海,345.330277829
100,2018.0,娄底,530.664166633
101,2018.0,孝感,958.103611109
102,2018.0,宁德,335.997777753
103,2018.0,宁波,1693.74916671
104,2018.0,安庆,673.075555589
105,2018.0,安康,349.064999995
106,2018.0,安阳,897.159999963
107,2018.0,安顺,702.357222209
108,2018.0,定安县,82.88750001400001
109,2018.0,定西,291.083333343
110,2018.0,宜宾,440.238055563
111,2018.0,宜昌,558.645277767
112,2018.0,宜春,909.100555601
113,2018.0,宝鸡,361.529722258
114,2018.0,宣城,866.624999989
115,2018.0,宿州,1074.878055529
116,2018.0,宿迁,1167.278611005
117,2018.0,屯昌县,37.270277806
118,2018.0,山南,30.498055568999998
119,2018.0,岳阳,961.9433333
120,2018.0,崇左,202.074444448
121,2018.0,巴中,173.356111122
122,2018.0,巴彦淖尔,149.054999998
123,2018.0,巴音郭楞蒙古,132.818611108
124,2018.0,常州,3167.370278163
125,2018.0,常德,733.0769444489999
126,2018.0,平凉,285.213611113
127,2018.0,平顶山,923.001666577
128,2018.0,广元,342.235833346
129,2018.0,广安,449.276944491
130,2018.0,广州,12584.833055804
131,2018.0,庆阳,110.55305555
132,2018.0,廊坊,3795.985278134
133,2018.0,延安,403.187777767
134,2018.0,延边朝鲜族,122.508888898
135,2018.0,开封,1587.04000012
136,2018.0,张家口,1021.208611152
137,2018.0,张家界,207.384166666
138,2018.0,张掖,190.656388897
139,2018.0,徐州,1676.796666713
140,2018.0,德宏傣族景颇族,46.836944454
141,2018.0,德州,1809.873611102
142,2018.0,德阳,1302.8727778539999
143,2018.0,忻州,590.335000006
144,2018.0,怀化,564.586666661
145,2018.0,怒江傈僳族,13.921111130000002
146,2018.0,恩施土家族苗族,365.713888916
147,2018.0,惠州,4777.13305581
148,2018.0,成都,4205.972777803
149,2018.0,扬州,1984.318888983
150,2018.0,承德,772.948055588
151,2018.0,抚州,712.638055614
152,2018.0,抚顺,460.72055558799997
153,2018.0,拉萨,89.83750001
154,2018.0,揭阳,878.315277691
155,2018.0,攀枝花,104.422777781
156,2018.0,文山壮族苗族,170.120277789
157,2018.0,文昌,74.023055579
158,2018.0,新乡,1533.551666703
159,2018.0,新余,259.842222233
160,2018.0,无锡,5014.240833308
161,2018.0,日喀则,26.957777786
162,2018.0,日照,947.381666655
163,2018.0,昆明,1343.475000017
164,2018.0,昆玉,3.015277793
165,2018.0,昌吉回族,512.5224999989999
166,2018.0,昌江黎族自治县,28.985277798
167,2018.0,昌都,44.310833351
168,2018.0,昭通,242.41499999500002
169,2018.0,晋中,1556.75277775
170,2018.0,晋城,366.185277799
171,2018.0,普洱,116.503055555
172,2018.0,景德镇,316.099166659
173,2018.0,曲靖,581.3111111320001
174,2018.0,朔州,367.133333343
175,2018.0,朝阳,306.307777766
176,2018.0,本溪,280.993055594
177,2018.0,来宾,377.594166654
178,2018.0,杭州,4993.1869447750005
179,2018.0,松原,474.664722232
180,2018.0,林芝,40.311666674
181,2018.0,果洛藏族,25.263888895
182,2018.0,枣庄,659.005555517
183,2018.0,柳州,550.583055512
184,2018.0,株洲,989.151388913
185,2018.0,桂林,590.218611119
186,2018.0,梅州,555.907222212
187,2018.0,梧州,536.93166667
188,2018.0,楚雄彝族,365.00194440499996
189,2018.0,榆林,623.44000001
190,2018.0,武威,195.70305556300002
191,2018.0,武汉,2576.167222251
192,2018.0,毕节,641.973611154
193,2018.0,永州,584.870555567
194,2018.0,汉中,374.111111107
195,2018.0,汕头,701.633611124
196,2018.0,汕尾,587.189722238
197,2018.0,江门,2444.708333447
198,2018.0,池州,540.308055559
199,2018.0,沈阳,1982.881666801
200,2018.0,沧州,2533.018333345
201,2018.0,河池,265.71611111600004
202,2018.0,河源,972.632499993
203,2018.0,泉州,1020.986111059
204,2018.0,泰安,1183.256944376
205,2018.0,泰州,2021.103611132
206,2018.0,泸州,619.624444401
207,2018.0,洛阳,984.365833372
208,2018.0,济南,2823.0277779460002
209,2018.0,济宁,1545.5255555590002
210,2018.0,济源,243.616666662
211,2018.0,海东,322.13222222
212,2018.0,海北藏族,88.852777784
213,2018.0,海南藏族,205.890277785
214,2018.0,海口,467.370555556
215,2018.0,海西蒙古族藏族,175.866111103
216,2018.0,淄博,1428.07111109
217,2018.0,淮北,461.652500002
218,2018.0,淮南,650.656111118
219,2018.0,淮安,1681.775555511
220,2018.0,深圳,8562.508333344
221,2018.0,清远,1817.885000079
222,2018.0,温州,838.344999983
223,2018.0,渭南,984.209444468
224,2018.0,湖州,2228.391944419
225,2018.0,湘潭,1168.299166619
226,2018.0,湘西土家族苗族,460.876388888
227,2018.0,湛江,548.17527775
228,2018.0,滁州,1847.690833434
229,2018.0,滨州,1554.0352777370001
230,2018.0,漯河,579.557222228
231,2018.0,漳州,907.5366666169999
232,2018.0,潍坊,2215.344166595
233,2018.0,潜江,210.59194444500002
234,2018.0,潮州,512.231111109
235,2018.0,澄迈县,175.36277782599998
236,2018.0,濮阳,771.2052778679999
237,2018.0,烟台,975.245833231
238,2018.0,焦作,869.108611051
239,2018.0,牡丹江,124.820555561
240,2018.0,玉林,461.059999998
241,2018.0,玉树藏族,29.058888903
242,2018.0,玉溪,434.27444448899996
243,2018.0,珠海,1453.0041666719999
244,2018.0,琼中黎族苗族自治县,36.824166697
245,2018.0,琼海,116.19666667599999
246,2018.0,甘南藏族,79.23250000499999
247,2018.0,甘孜藏族,151.047500006
248,2018.0,白城,167.150555566
249,2018.0,白山,135.511666669
250,2018.0,白沙黎族自治县,19.308888925999998
251,2018.0,白银,236.115000004
252,2018.0,百色,300.955555545
253,2018.0,益阳,609.532777772
254,2018.0,盐城,1402.670277735
255,2018.0,盘锦,561.138333308
256,2018.0,眉山,1203.803888914
257,2018.0,石嘴山,248.21111106
258,2018.0,石家庄,1890.900000054
259,2018.0,石河子,93.317499998
260,2018.0,神农架林区,29.128333344999998
261,2018.0,福州,644.505555557
262,2018.0,秦皇岛,1024.243611121
263,2018.0,红河哈尼族彝族,295.134444426
264,2018.0,绍兴,2593.233610999
265,2018.0,绥化,500.51861103699997
266,2018.0,绵阳,811.38333334
267,2018.0,聊城,1157.581944473
268,2018.0,肇庆,1700.766666683
269,2018.0,自贡,482.280833299
270,2018.0,舟山,274.233333345
271,2018.0,芜湖,989.699444403
272,2018.0,苏州,7628.144722768
273,2018.0,茂名,690.267500004
274,2018.0,荆州,743.503333318
275,2018.0,荆门,580.970555566
276,2018.0,莆田,373.082222256
277,2018.0,菏泽,1214.374166647
278,2018.0,萍乡,266.233888893
279,2018.0,营口,488.698333292
280,2018.0,葫芦岛,816.65805557
281,2018.0,蚌埠,814.597777816
282,2018.0,衡水,1306.29166666
283,2018.0,衡阳,890.97638885
284,2018.0,衢州,881.379444414
285,2018.0,襄阳,691.380277736
286,2018.0,西双版纳傣族,60.126111105999996
287,2018.0,西宁,392.394999949
288,2018.0,西安,3238.379444545
289,2018.0,许昌,1250.585833297
290,2018.0,贵港,427.750833315
291,2018.0,贵阳,1907.87416666
292,2018.0,贺州,305.588055564
293,2018.0,资阳,573.611666621
294,2018.0,赣州,1052.891111147
295,2018.0,赤峰,379.328888906
296,2018.0,辽源,145.510277779
297,2018.0,辽阳,520.6913889169999
298,2018.0,达州,373.343611091
299,2018.0,运城,492.691388857
300,2018.0,连云港,1181.650555526
301,2018.0,迪庆藏族,48.312222223999996
302,2018.0,通化,245.563888884
303,2018.0,通辽,357.1172222
304,2018.0,遂宁,567.068333314
305,2018.0,遵义,909.412777695
306,2018.0,邢台,1419.149444461
307,2018.0,那曲,31.239166674
308,2018.0,邯郸,1064.5472222610001
309,2018.0,邵阳,639.463333347
310,2018.0,郑州,3617.2091668
311,2018.0,郴州,612.055555521
312,2018.0,鄂尔多斯,611.3316667
313,2018.0,鄂州,512.8586110699999
314,2018.0,酒泉,258.185000004
315,2018.0,重庆,1964.679444445
316,2018.0,金华,1589.7552777829999
317,2018.0,金昌,85.533888899
318,2018.0,钦州,423.092777825
319,2018.0,铁岭,507.635555565
320,2018.0,铁门关,10.335277792
321,2018.0,铜仁,452.70194444
322,2018.0,铜川,256.345000004
323,2018.0,铜陵,422.384444432
324,2018.0,银川,595.225277801
325,2018.0,锡林郭勒盟,226.886666662
326,2018.0,锦州,721.941666594
327,2018.0,镇江,2018.1258334679999
328,2018.0,长春,1066.898055493
329,2018.0,长沙,2605.06222222
330,2018.0,长治,489.18972221800004
331,2018.0,阜新,322.88083333599997
332,2018.0,阜阳,873.431111204
333,2018.0,防城港,166.93055555200002
334,2018.0,阳江,802.161111062
335,2018.0,阳泉,344.61499999800003
336,2018.0,阿克苏,102.56972223
337,2018.0,阿勒泰,62.243333329
338,2018.0,阿坝藏族羌族,254.76916669000002
339,2018.0,阿拉善盟,159.178333331
340,2018.0,阿拉尔,23.033333359
341,2018.0,阿里,4.763611145
342,2018.0,陇南,155.405833344
343,2018.0,陵水黎族自治县,134.184444452
344,2018.0,随州,398.683888898
345,2018.0,雅安,485.888055543
346,2018.0,青岛,1986.261944417
347,2018.0,鞍山,691.381388974
348,2018.0,韶关,807.730000037
349,2018.0,马鞍山,969.46861117
350,2018.0,驻马店,797.098611073
351,2018.0,鸡西,75.281944447
352,2018.0,鹤壁,434.217222238
353,2018.0,鹤岗,57.481111125
354,2018.0,鹰潭,305.706388884
355,2018.0,黄冈,1055.540833296
356,2018.0,黄南藏族,27.728333347000003
357,2018.0,黄山,342.265555571
358,2018.0,黄石,413.132500033
359,2018.0,黑河,87.307777789
360,2018.0,黔东南苗族侗族,472.82944448
361,2018.0,黔南布依族苗族,1050.292500006
362,2018.0,黔西南布依族苗族,276.285000008
363,2018.0,齐齐哈尔,248.054444436
364,2018.0,龙岩,286.530833321
365,2019.0,七台河,122.590000007
366,2019.0,万宁,236.650000008
367,2019.0,三亚,553.810833377
368,2019.0,三明,846.858333365
369,2019.0,三门峡,1229.2275
370,2019.0,上海,11822.765277335999
371,2019.0,上饶,2473.121388977
372,2019.0,东方,108.831111114
373,2019.0,东莞,22660.416389168
374,2019.0,东营,1855.07111107
375,2019.0,中卫,763.583888893
376,2019.0,中山,7484.598333831
377,2019.0,临夏回族,244.07111107199998
378,2019.0,临汾,1464.438611162
379,2019.0,临沂,4810.047500065
380,2019.0,临沧,123.87166665999999
381,2019.0,临高县,125.72055557499999
382,2019.0,丹东,393.503888903
383,2019.0,丽水,1105.677777762
384,2019.0,丽江,333.167500012
385,2019.0,乌兰察布,872.752499985
386,2019.0,乌海,280.337777779
387,2019.0,乌鲁木齐,1576.374166726
388,2019.0,乐东黎族自治县,180.203333324
389,2019.0,乐山,1218.791111094
390,2019.0,九江,2004.3077777170001
391,2019.0,云浮,2496.162222238
392,2019.0,五家渠,187.74166667
393,2019.0,五指山,79.39111111300001
394,2019.0,亳州,2049.726666742
395,2019.0,仙桃,948.414999991
396,2019.0,伊春,126.69027778600001
397,2019.0,伊犁哈萨克,417.788055542
398,2019.0,佛山,19921.008611025
399,2019.0,佳木斯,328.99888889
400,2019.0,保亭黎族苗族自治县,112.440555574
401,2019.0,保定,6144.118333441
402,2019.0,保山,301.127777806
403,2019.0,信阳,1909.2219444759999
404,2019.0,儋州,212.466944444
405,2019.0,克孜勒苏柯尔克孜,95.20805555899999
406,2019.0,克拉玛依,279.976388916
407,2019.0,六安,2478.401388882
408,2019.0,六盘水,926.197777802
409,2019.0,兰州,1257.945833348
410,2019.0,兴安盟,335.689722216
411,2019.0,内江,1478.124166686
412,2019.0,凉山彝族,564.438888844
413,2019.0,包头,607.54083328
414,2019.0,北京,11923.672500837
415,2019.0,北屯,41.40888891
416,2019.0,北海,682.24055552
417,2019.0,十堰,659.781666674
418,2019.0,南京,8443.189722075
419,2019.0,南充,1649.684444545
420,2019.0,南宁,2865.81722219
421,2019.0,南平,892.038611033
422,2019.0,南昌,2903.68055561
423,2019.0,南通,4379.648055058
424,2019.0,南阳,2358.582777746
425,2019.0,博尔塔拉蒙古,161.89444446
426,2019.0,厦门,2817.2602784700002
427,2019.0,双河,41.738611135
428,2019.0,双鸭山,177.029722176
429,2019.0,可克达拉,51.216666693
430,2019.0,台州,2320.272222203
431,2019.0,合肥,6072.211944566
432,2019.0,吉安,1566.129722208
433,2019.0,吉林,768.739166643
434,2019.0,吐鲁番,398.179166658
435,2019.0,吕梁,1334.887777765
436,2019.0,吴忠,1147.026388888
437,2019.0,周口,2807.933333243
438,2019.0,呼伦贝尔,252.27138889399998
439,2019.0,呼和浩特,1039.536666607
440,2019.0,和田,98.198055556
441,2019.0,咸宁,1420.305555586
442,2019.0,咸阳,5451.936110771
443,2019.0,哈密,346.323888894
444,2019.0,哈尔滨,1782.9966665910001
445,2019.0,唐山,3900.734166495
446,2019.0,商丘,2802.319444605
447,2019.0,商洛,864.899444441
448,2019.0,喀什,183.844722233
449,2019.0,嘉兴,8107.535000373
450,2019.0,嘉峪关,200.477499954
451,2019.0,四平,1497.634166707
452,2019.0,固原,453.761388893
453,2019.0,图木舒克,19.728611138999998
454,2019.0,塔城,482.010000032
455,2019.0,大兴安岭,35.358611124
456,2019.0,大同,1078.486388846
457,2019.0,大庆,740.712777836
458,2019.0,大理白族,889.843889018
459,2019.0,大连,710.721666693
460,2019.0,天水,535.563888876
461,2019.0,天津,8156.241111954
462,2019.0,天门,570.311944474
463,2019.0,太原,3518.318610687
464,2019.0,威海,690.487777799
465,2019.0,娄底,1234.451944382
466,2019.0,孝感,2532.2086113279997
467,2019.0,宁德,906.8347223110001
468,2019.0,宁波,3926.961944425
469,2019.0,安庆,1743.490555589
470,2019.0,安康,857.24694443
471,2019.0,安阳,2096.189166602
472,2019.0,安顺,1567.8597221789998
473,2019.0,定安县,205.154722227
474,2019.0,定西,673.424166681
475,2019.0,宜宾,1062.888611178
476,2019.0,宜昌,1389.688333286
477,2019.0,宜春,2256.1663888919998
478,2019.0,宝鸡,858.4349999279999
479,2019.0,宣城,2154.276388953
480,2019.0,宿州,2699.932500068
481,2019.0,宿迁,2866.276388762
482,2019.0,屯昌县,99.49305556899999
483,2019.0,山南,63.889444442
484,2019.0,岳阳,2513.772777675
485,2019.0,崇左,540.93638887
486,2019.0,巴中,605.191111095
487,2019.0,巴彦淖尔,324.320833334
488,2019.0,巴音郭楞蒙古,343.319722219
489,2019.0,常州,7156.184167029
490,2019.0,常德,1794.422777754
491,2019.0,平凉,655.754722241
492,2019.0,平顶山,2100.795833384
493,2019.0,广元,765.654166656
494,2019.0,广安,1157.064999951
495,2019.0,广州,26727.737499583
496,2019.0,庆阳,273.290555562
497,2019.0,廊坊,8472.109167079
498,2019.0,延安,904.783333393
499,2019.0,延边朝鲜族,223.277500008
500,2019.0,开封,3607.586388447
501,2019.0,张家口,2062.685277772
502,2019.0,张家界,486.616388902
503,2019.0,张掖,403.623888892
504,2019.0,徐州,4061.0886110789997
505,2019.0,德宏傣族景颇族,121.732499994
506,2019.0,德州,4083.8597225490003
507,2019.0,德阳,2954.771944901
508,2019.0,忻州,1304.425555548
509,2019.0,怀化,1433.599999966
510,2019.0,怒江傈僳族,37.301944456
511,2019.0,恩施土家族苗族,993.3002777930001
512,2019.0,惠州,10705.73277781
513,2019.0,成都,9488.743056029
514,2019.0,扬州,4499.213611283
515,2019.0,承德,1499.459444541
516,2019.0,抚州,1785.527777831
517,2019.0,抚顺,964.0369444199999
518,2019.0,拉萨,182.229166671
519,2019.0,揭阳,2241.003611187
520,2019.0,攀枝花,260.545833334
521,2019.0,文山壮族苗族,427.13555551900004
522,2019.0,文昌,221.679166712
523,2019.0,新乡,3511.136943952
524,2019.0,新余,624.1338888500001
525,2019.0,无锡,11163.829721338
526,2019.0,日喀则,50.019444442
527,2019.0,日照,2148.21361107
528,2019.0,昆明,3044.289444476
529,2019.0,昆玉,9.525555582
530,2019.0,昌吉回族,1232.320833304
531,2019.0,昌江黎族自治县,78.253611115
532,2019.0,昌都,99.205555558
533,2019.0,昭通,705.2758333280001
534,2019.0,晋中,3520.094999986
535,2019.0,晋城,776.473888926
536,2019.0,普洱,321.986666699
537,2019.0,景德镇,880.968611077
538,2019.0,曲靖,1427.970555541
539,2019.0,朔州,857.975555527
540,2019.0,朝阳,672.809999943
541,2019.0,本溪,542.903333298
542,2019.0,来宾,952.42472228
543,2019.0,杭州,11220.229721102
544,2019.0,松原,1045.522222324
545,2019.0,林芝,89.726666667
546,2019.0,果洛藏族,47.880833347
547,2019.0,枣庄,1506.7697221590001
548,2019.0,柳州,1461.536111189
549,2019.0,株洲,2521.033333349
550,2019.0,桂林,1573.48805559
551,2019.0,梅州,1386.211111145
552,2019.0,梧州,1480.061111054
553,2019.0,楚雄彝族,845.472777694
554,2019.0,榆林,1306.34472218
555,2019.0,武威,431.105277776
556,2019.0,武汉,6296.423055538
557,2019.0,毕节,1688.931388801
558,2019.0,永州,1580.541944392
559,2019.0,汉中,990.435000024
560,2019.0,汕头,1787.191111118
561,2019.0,汕尾,1481.938888938
562,2019.0,江门,5387.072500183
563,2019.0,池州,1351.923611131
564,2019.0,沈阳,4228.453333387
565,2019.0,沧州,5689.528611114
566,2019.0,河池,770.627222171
567,2019.0,河源,2368.990833373
568,2019.0,泉州,2483.239166531
569,2019.0,泰安,2931.751388933
570,2019.0,泰州,4710.821666762
571,2019.0,泸州,1467.544166664
572,2019.0,洛阳,2308.2030556689997
573,2019.0,济南,6944.138055948
574,2019.0,济宁,3686.995833346
575,2019.0,济源,563.2588889140001
576,2019.0,海东,727.13583338
577,2019.0,海北藏族,138.482222223
578,2019.0,海南藏族,352.506388884
579,2019.0,海口,1170.237500012
580,2019.0,海西蒙古族藏族,318.139166658
581,2019.0,淄博,3241.629722173
582,2019.0,淮北,1133.521944472
583,2019.0,淮南,1718.465000128
584,2019.0,淮安,4044.312778003
585,2019.0,深圳,18498.559722339
586,2019.0,清远,4594.606666451
587,2019.0,温州,2071.89222225
588,2019.0,渭南,2360.308610948
589,2019.0,湖州,5215.914166757
590,2019.0,湘潭,2747.4866666059997
591,2019.0,湘西土家族苗族,1144.515833339
592,2019.0,湛江,1517.500277769
593,2019.0,滁州,4880.538611018
594,2019.0,滨州,3470.061944433
595,2019.0,漯河,1407.9763888310001
596,2019.0,漳州,2190.496666865
597,2019.0,潍坊,4888.272222794
598,2019.0,潜江,535.4375000150001
599,2019.0,潮州,1253.70972233
600,2019.0,澄迈县,443.023888834
601,2019.0,濮阳,1784.741666702
602,2019.0,烟台,1967.0736112109998
603,2019.0,焦作,1958.261944509
604,2019.0,牡丹江,229.445833344
605,2019.0,玉林,1199.729999998
606,2019.0,玉树藏族,51.796388895999996
607,2019.0,玉溪,1046.314166639
608,2019.0,珠海,3374.564166407
609,2019.0,琼中黎族苗族自治县,89.74333335
610,2019.0,琼海,294.075277733
611,2019.0,甘南藏族,150.415555571
612,2019.0,甘孜藏族,342.916388924
613,2019.0,白城,369.30861109800003
614,2019.0,白山,249.340555556
615,2019.0,白沙黎族自治县,45.284444454
616,2019.0,白银,533.431388876
617,2019.0,百色,811.630277832
618,2019.0,益阳,1538.378611047
619,2019.0,盐城,3468.610000055
620,2019.0,盘锦,1276.239166669
621,2019.0,眉山,2899.81944453
622,2019.0,石嘴山,492.0958333809999
623,2019.0,石家庄,4093.344999974
624,2019.0,石河子,228.841666659
625,2019.0,神农架林区,47.70833334
626,2019.0,福州,1591.8491666099999
627,2019.0,秦皇岛,2086.090555479
628,2019.0,红河哈尼族彝族,696.421111104
629,2019.0,绍兴,5857.211666542
630,2019.0,绥化,1117.113333288
631,2019.0,绵阳,1999.691944466
632,2019.0,聊城,2793.1208334410003
633,2019.0,肇庆,4430.816388606
634,2019.0,自贡,1185.449166729
635,2019.0,舟山,581.591944453
636,2019.0,芜湖,2312.456388828
637,2019.0,苏州,16471.190555171
638,2019.0,茂名,1861.4058333990001
639,2019.0,荆州,1943.940555538
640,2019.0,荆门,1433.373888875
641,2019.0,莆田,904.1347221660001
642,2019.0,菏泽,2940.910833328
643,2019.0,萍乡,677.110277719
644,2019.0,营口,1020.136666751
645,2019.0,葫芦岛,1757.924444526
646,2019.0,蚌埠,2011.791388983
647,2019.0,衡水,3015.188055666
648,2019.0,衡阳,2325.820555444
649,2019.0,衢州,2334.482222288
650,2019.0,襄阳,1706.834999945
651,2019.0,西双版纳傣族,176.549722217
652,2019.0,西宁,825.602777787
653,2019.0,西安,7657.34055618
654,2019.0,许昌,2856.613888983
655,2019.0,贵港,1154.306388933
656,2019.0,贵阳,4185.038610753
657,2019.0,贺州,876.613333335
658,2019.0,资阳,1383.624166604
659,2019.0,赣州,2644.461111025
660,2019.0,赤峰,797.413333378
661,2019.0,辽源,300.265000004
662,2019.0,辽阳,1114.967222242
663,2019.0,达州,959.6461111360001
664,2019.0,运城,1234.20944444
665,2019.0,连云港,2875.203611073
666,2019.0,迪庆藏族,96.147499995
667,2019.0,通化,501.297499993
668,2019.0,通辽,747.687499995
669,2019.0,遂宁,1381.8033332740001
670,2019.0,遵义,2095.979999882
671,2019.0,邢台,3401.568333327
672,2019.0,那曲,64.737500015
673,2019.0,邯郸,2668.189722228
674,2019.0,邵阳,1565.251388936
675,2019.0,郑州,8208.093888596
676,2019.0,郴州,1818.2208334670001
677,2019.0,鄂尔多斯,1295.338611112
678,2019.0,鄂州,1215.437500002
679,2019.0,酒泉,587.050833292
680,2019.0,重庆,4800.792777881
681,2019.0,金华,3849.421666662
682,2019.0,金昌,202.381388901
683,2019.0,钦州,1010.32972223
684,2019.0,铁岭,1158.319166647
685,2019.0,铁门关,34.555833353
686,2019.0,铜仁,1121.101388977
687,2019.0,铜川,568.61555557
688,2019.0,铜陵,1097.058333337
689,2019.0,银川,1306.74777785
690,2019.0,锡林郭勒盟,406.77305554500003
691,2019.0,锦州,1644.792222214
692,2019.0,镇江,4647.719999746
693,2019.0,长春,2350.713888967
694,2019.0,长沙,6083.090555617
695,2019.0,长治,1249.381944349
696,2019.0,阜新,671.321666729
697,2019.0,阜阳,2278.614166846
698,2019.0,防城港,410.366388918
699,2019.0,阳江,2016.573055719
700,2019.0,阳泉,733.056111041
701,2019.0,阿克苏,275.214722222
702,2019.0,阿勒泰,127.085555552
703,2019.0,阿坝藏族羌族,510.97111108300004
704,2019.0,阿拉善盟,333.128888895
705,2019.0,阿拉尔,62.02111112
706,2019.0,阿里,9.586944469
707,2019.0,陇南,361.047500013
708,2019.0,陵水黎族自治县,331.699722215
709,2019.0,随州,989.751111131
710,2019.0,雅安,1146.336111137
711,2019.0,青岛,4081.509722208
712,2019.0,鞍山,1534.389722288
713,2019.0,韶关,2336.823333428
714,2019.0,马鞍山,2204.548888847
715,2019.0,驻马店,1989.674722259
716,2019.0,鸡西,145.027500008
717,2019.0,鹤壁,1007.9572222190001
718,2019.0,鹤岗,113.322222225
719,2019.0,鹰潭,752.960000019
720,2019.0,黄冈,2821.926111057
721,2019.0,黄南藏族,54.768055569
722,2019.0,黄山,856.108055585
723,2019.0,黄石,1026.393055589
724,2019.0,黑河,171.101111126
725,2019.0,黔东南苗族侗族,1180.893611075
726,2019.0,黔南布依族苗族,2440.0505559450003
727,2019.0,黔西南布依族苗族,643.107500005
728,2019.0,齐齐哈尔,531.987777746
729,2019.0,龙岩,684.883055539
730,2020.0,七台河,127.58861112
731,2020.0,万宁,288.406388903
732,2020.0,三亚,573.293888916
733,2020.0,三明,1043.885277801
734,2020.0,三门峡,1517.96277782
735,2020.0,上海,12614.88333262
736,2020.0,上饶,3006.519166736
737,2020.0,东方,135.628055559
738,2020.0,东莞,25996.729441718
739,2020.0,东营,2146.191944395
740,2020.0,中卫,935.875833403
741,2020.0,中山,8726.978888778
742,2020.0,临夏回族,325.82833337200003
743,2020.0,临汾,1807.834166668
744,2020.0,临沂,5887.597777768
745,2020.0,临沧,142.140555545
746,2020.0,临高县,152.709444444
747,2020.0,丹东,390.219166677
748,2020.0,丽水,1321.762500046
749,2020.0,丽江,331.09444443900003
750,2020.0,乌兰察布,1036.729166662
751,2020.0,乌海,361.62166669
752,2020.0,乌鲁木齐,1382.6099999970002
753,2020.0,乐东黎族自治县,196.855833339
754,2020.0,乐山,1382.835277728
755,2020.0,九江,2430.511944471
756,2020.0,云浮,2941.623055529
757,2020.0,五家渠,179.076388852
